,dataset,n_rows,n_classes,tabpfn_acc,tabpfn_auc,rf_base_acc,rf_base_auc,rf_aug_acc,rf_aug_auc,rf_aug_conf_acc,rf_aug_conf_auc,mlp_base_acc,mlp_base_auc,mlp_aug_acc,mlp_aug_auc,mlp_aug_conf_acc,mlp_aug_conf_auc,mlp_soft_acc,mlp_soft_auc
33,analcatdata_lawsuit,264,2,0.974,0.9943164362519201,0.967,0.9848694316436252,0.9709999999999999,0.9799539170506912,0.94375,0.9657738095238095,0.943,0.8768049155145929,0.933,0.7772657450076803,0.9325000000000001,0.9802227342549923,0.9179999999999999,0.8103686635944701
34,climate-crashes,540,2,0.9117647058823529,0.6809195402298851,0.9134453781512605,0.6101429772918419,0.9138655462184874,0.6257863751051304,0.9126050420168067,0.6415138772077376,0.9138655462184874,0.6953966918979534,0.9063025210084034,0.5535183627698345,0.9134453781512605,0.5011157835716288,0.9012605042016807,0.5144042612839922
35,acute-inflammations,120,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8821428571428571,0.9,1.0,1.0,1.0,1.0,0.9821428571428571,0.844532279314888
36,breast-tissue,106,6,0.4333333333333334,0.7202115458978204,0.39047619047619053,0.7105179310781551,0.4,0.7155733943409014,0.3761904761904762,0.7144410626203344,0.19047619047619047,0.5565946622756848,0.33333333333333337,0.6740024140969519,0.30952380952380953,0.6315550209982984,0.3190476190476191,
37,fertility,100,2,0.8777777777777779,0.6578125,0.8833333333333332,0.67890625,0.8833333333333332,0.65234375,0.9166666666666666,0.51171875,0.888888888888889,0.50703125,0.888888888888889,0.69140625,0.8888888888888888,0.6484375,0.8777777777777779,0.58046875
38,corral,160,2,1.0,1.0,0.98125,0.9977072310405644,0.9791666666666666,0.9979717813051145,0.9875,0.9984126984126984,0.86875,0.9425044091710758,0.8770833333333334,0.9465608465608465,0.875,0.9465608465608465,0.86875,0.9111111111111111
39,australian,690,2,0.8562300319488818,0.9181452904052142,0.8389776357827475,0.9098354559821512,0.8447284345047923,0.9091671573032549,0.8236421725239618,0.9081641928253437,0.7300319488817891,0.7999049714397859,0.8284345047923323,0.8983586914980426,0.7348242811501597,0.752622065218514,0.7891373801916932,0.7969673494262134
40,conference_attendance,246,2,0.8472527472527472,0.5458025704129067,0.8417582417582418,0.5858627290128521,0.8461538461538461,0.5655181843040744,,,0.8692307692307694,0.5441618813234892,0.8670329670329672,0.5038009297238173,,,0.864835164835165,0.5209187858900737
41,autoUniv-au7-700,700,3,0.42389937106918235,0.6226625670078721,0.39716981132075474,0.5726893757887316,0.409748427672956,0.5796452410025231,0.37735849056603776,0.548489557163279,0.3154088050314465,0.49644416834834626,0.33962264150943394,0.4998280387890425,0.34040880503144655,0.503596769361953,0.35691823899371067,
42,autoUniv-au6-400,400,8,0.2857142857142857,0.535575876542774,0.28928571428571426,0.5300600633632366,0.28214285714285714,0.5197361486970277,0.23154761904761906,0.5144319218135722,0.1470238095238095,0.4981296743083371,0.15892857142857145,0.4983092879932636,0.13392857142857145,0.49699579035636904,0.12023809523809526,
43,diabetes-risk,520,2,0.8833333333333334,0.9622165734621252,0.8929824561403509,0.9636095577020845,0.8934210526315789,0.9695353329944079,0.8833333333333332,0.9633309608540925,0.8767543859649123,0.9502796136248094,0.8846491228070175,0.9534722928317235,0.8776315789473685,0.9502552109811896,0.857456140350877,0.8780477885104219
44,ar1,121,2,0.9228070175438596,0.6966981132075472,0.919298245614035,0.7018867924528303,0.9263157894736841,0.6221698113207548,0.919298245614035,0.5952830188679246,0.8736842105263157,0.4971698113207547,0.8701754385964913,0.4169811320754717,0.8596491228070174,0.30660377358490565,0.6631578947368421,0.45754716981132076
45,ar4,107,2,0.8511627906976743,0.837142857142857,0.8511627906976743,0.8274999999999999,0.8418604651162791,0.7928571428571429,0.8604651162790697,0.7924999999999999,0.4511627906976744,0.5653571428571429,0.7162790697674419,0.33964285714285714,0.7627906976744186,0.26821428571428574,0.5023255813953489,0.5521428571428572
46,backache,180,2,0.8517241379310345,0.629,0.85,0.6848749999999999,0.8551724137931034,0.6645625,0.8655172413793102,0.6845000000000001,0.8413793103448276,0.5435000000000001,0.8568965517241379,0.531375,0.8517241379310343,0.5822499999999999,0.8068965517241379,0.553875
47,datatrieve,130,2,0.8969696969696969,0.77,0.906060606060606,0.6394444444444444,0.906060606060606,0.6375,,,0.7151515151515152,0.48888888888888893,0.8454545454545455,0.3297222222222222,,,0.7242424242424242,0.6616666666666667
48,profb,672,2,0.6480263157894737,0.5926096211153682,0.6437499999999999,0.5811615885179103,0.6562499999999999,0.559961077662227,0.6476973684210526,0.5869415556771879,0.6085526315789475,0.5915051997810619,0.6351973684210526,0.5645222891199903,0.6230263157894738,0.6085994040017029,0.6016447368421053,0.5537967524174421
49,kc2,522,2,0.8262008733624453,0.826531447276128,0.8301310043668122,0.8025514379237784,0.834061135371179,0.8069470423193827,0.8318777292576419,0.8132403943574156,0.6065502183406113,0.5965220949263503,0.8135371179039301,0.5054565115735329,0.7940320232896653,0.35721105135998754,0.35283842794759823,0.5405015197568389
50,megawatt1,253,2,0.8825396825396826,0.6943786982248521,0.8825396825396826,0.698698224852071,0.891005291005291,0.6559763313609468,0.888888888888889,0.6365680473372782,0.7195767195767196,0.43047337278106507,0.5693121693121693,0.4342307692307692,0.7301587301587302,0.3658579881656805,0.6126984126984126,0.43094674556213014
